"Id","CorrelationId","CommandText","Parameters","DurationMs","Timestamp"
"2141bf2a-a5b0-4351-97a0-76a715ac5a22","7fa2c0ffd4f64672b63fc3e981883cb4","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","0","2026-04-12 17:58:08.86853"
"36529c08-2b2e-499d-bdbe-58e5757ed8ad","6fd9ddaa3c8b417791fadab925fa88bf","SELECT u.""RoleId""
FROM ""UserRoles"" AS u
WHERE u.""UserId"" = @appUser_Id","@appUser_Id=a29de04b-8668-4510-8107-13b7d5869736;","8","2026-04-12 17:58:22.504247"
"80530591-977d-4895-ba41-73d90c328b5b","5793c9add8e14bf49cbc4fe6648d3179","SELECT p1.""Id"" AS ""PurchaseOrderId"", p1.""OrderNumber"" AS ""PurchaseOrderNumber"", p1.""DeliveryDate"" AS ""ExpectedDispatchDate"", s0.""SupplierName"", p1.""SupplierId"", (
    SELECT COALESCE(sum(CASE
        WHEN p2.""Status"" = 0 THEN p2.""Quantity""
        ELSE -p2.""Quantity""
    END), 0.0)
    FROM ""PurchaseOrderItems"" AS p2
    WHERE p1.""Id"" = p2.""PurchaseOrderId"") AS ""TotalQuantity""
FROM (
    SELECT p.""Id"", p.""DeliveryDate"", p.""OrderNumber"", p.""SupplierId""
    FROM ""PurchaseOrders"" AS p
    WHERE p.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (p.""IsDeleted"") AND NOT (p.""IsPurchaseOrderRequest"") AND p.""DeliveryStatus"" = 0 AND p.""LocationId"" = ANY (@_userInfoToken_LocationIds) AND (
        SELECT COALESCE(sum(CASE
            WHEN p0.""Status"" = 0 THEN p0.""Quantity""
            ELSE -p0.""Quantity""
        END), 0.0)
        FROM ""PurchaseOrderItems"" AS p0
        WHERE p.""Id"" = p0.""PurchaseOrderId"") > 0.0
    ORDER BY p.""DeliveryDate"" DESC
    LIMIT @p
) AS p1
INNER JOIN (
    SELECT s.""Id"", s.""SupplierName""
    FROM ""Suppliers"" AS s
    WHERE s.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (s.""IsDeleted"")
) AS s0 ON p1.""SupplierId"" = s0.""Id""
ORDER BY p1.""DeliveryDate"" DESC","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@_userInfoToken_LocationIds=System.Collections.Generic.List`1[System.Guid];@p=10;","154","2026-04-12 17:58:52.860529"
"2627116f-ce53-49fd-b143-a736eacfcbed","e6b350c3e047438e9df9d48aae24f57b","SELECT c.""Id"", c.""CustomerName"", c.""Email"", c.""ContactPerson"", c.""MobileNo"", c.""Website"", c.""IsWalkIn""
FROM ""Customers"" AS c
WHERE c.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (c.""IsDeleted"") AND (c.""SalesPersonId"" = @userId OR (c.""LocationId"" IS NOT NULL AND c.""LocationId"" = ANY (@allowedLocations)))
ORDER BY c.""CustomerName""
LIMIT @p3 OFFSET @p","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@userId=a29de04b-8668-4510-8107-13b7d5869736;@allowedLocations=System.Collections.Generic.List`1[System.Guid];@p3=100;@p=0;","3","2026-04-12 17:58:52.861096"
"17684fbe-136f-46a0-b2c3-dae49ce1d41b","8e5afa70afe44dac900d05748c038476","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","0","2026-04-12 17:59:01.640631"
"48397478-1323-41e4-9375-412b1d9ce4f8","58f55283da6f4b549c2dd5ef8e01a32e","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","4","2026-04-12 17:59:01.6633"
"b980723a-4933-4abc-92f8-f3a6f3121067","f002ed7d5397479bb708c2d71d3983d7","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","1","2026-04-12 17:59:01.815821"
"18a111e7-7945-4b58-873e-0f9383994ba8","7742d266231740debebae6ae66adadb5","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","2","2026-04-12 17:59:01.958547"
"d51f3a01-d6f3-45e4-8227-af5aba828910","7e6dc0d89f8f4c35b554c5e101ab1cfb","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","0","2026-04-12 17:59:02.104743"
"9280617a-a713-4365-b03b-f98f2c51288e","abb1b9c673124131ac5412f9ab46bc01","SELECT s1.""Id"" AS ""SalesOrderId"", s1.""OrderNumber"" AS ""SalesOrderNumber"", s1.""DeliveryDate"" AS ""ExpectedShipmentDate"", (
    SELECT COALESCE(sum(CASE
        WHEN s2.""Status"" = 0 THEN s2.""Quantity""
        ELSE -s2.""Quantity""
    END), 0.0)
    FROM ""SalesOrderItems"" AS s2
    WHERE s1.""Id"" = s2.""SalesOrderId"") AS ""Quantity"", s1.""CustomerId"", c0.""CustomerName""
FROM (
    SELECT s.""Id"", s.""CustomerId"", s.""DeliveryDate"", s.""OrderNumber""
    FROM ""SalesOrders"" AS s
    WHERE s.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (s.""IsDeleted"") AND NOT (s.""IsSalesOrderRequest"") AND s.""DeliveryStatus"" = 1 AND s.""LocationId"" = ANY (@_userInfoToken_LocationIds) AND (
        SELECT COALESCE(sum(CASE
            WHEN s0.""Status"" = 0 THEN s0.""Quantity""
            ELSE -s0.""Quantity""
        END), 0.0)
        FROM ""SalesOrderItems"" AS s0
        WHERE s.""Id"" = s0.""SalesOrderId"") > 0.0
    ORDER BY s.""DeliveryDate"" DESC
    LIMIT @p
) AS s1
INNER JOIN (
    SELECT c.""Id"", c.""CustomerName""
    FROM ""Customers"" AS c
    WHERE c.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (c.""IsDeleted"")
) AS c0 ON s1.""CustomerId"" = c0.""Id""
ORDER BY s1.""DeliveryDate"" DESC","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@_userInfoToken_LocationIds=System.Collections.Generic.List`1[System.Guid];@p=10;","7","2026-04-12 17:59:18.329379"
"aef8b23c-36fd-47a1-ba45-2986c8c006df","f9cd2c59269f4b84be07e830f24f45e7","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","0","2026-04-12 17:59:23.087629"
"7add947f-5d4e-402f-8765-909249e2976b","626ef4cc89494d41a3f8144203f6f984","SELECT p.""Id"", p.""Name"", p.""ParentId"", p.""Description""
FROM ""ProductCategories"" AS p
WHERE p.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (p.""IsDeleted"") AND p.""ParentId"" IS NULL
ORDER BY p.""Name""","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;","3","2026-04-12 17:59:23.768973"
"83535f51-c096-4d9e-924b-ac7e0085c2bd","df99db6e2bc245f49a8f7dd1c5e04c41","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","0","2026-04-12 17:59:23.413935"
"90b378d4-de57-4af1-8df1-6888ed12199b","b26b162821064280ac2de133bf76b9cc","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","8","2026-04-13 02:24:00.087902"
"0854d12d-2ba2-47b2-91f8-080d9fad535b","cc27898957b4400db19bc892cbb5d2f7","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","5","2026-04-13 02:24:00.350001"
"159b5825-cc51-466c-a716-7fe26311a54f","1969f12e9b564f36bd5f29db693a0dc3","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","8","2026-04-13 02:24:00.35993"
"aab77003-e222-4af6-b955-45fa8906cee3","027a091cb17f4b1b8dcc1fe6d204d301","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","12","2026-04-13 02:24:00.336379"
"f1ae6891-ef7b-48f3-8eb6-e770ab0cd9f8","c24438c2fb334ffd9dbdca47dfc1246b","SELECT count(*)::int
FROM ""Products"" AS p
WHERE p.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (p.""IsDeleted"")","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;","12","2026-04-13 02:24:13.997133"
"fdfff128-19e6-45e7-8ba6-c31020ed5844","7e6409cbbadc411c98d958b6ce95c8ea","SELECT count(*)::int
FROM ""Customers"" AS c
WHERE c.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (c.""IsDeleted"") AND (c.""SalesPersonId"" = @userId OR (c.""LocationId"" IS NOT NULL AND c.""LocationId"" = ANY (@allowedLocations)))","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@userId=a29de04b-8668-4510-8107-13b7d5869736;@allowedLocations=System.Collections.Generic.List`1[System.Guid];","4","2026-04-13 02:24:13.997358"
"30ecbc2c-044c-4fb6-a1fc-376fc4cdbef8","1cc6cf52448a44efb5117cbfc4585345","SELECT s0.""Key"" AS ""Month"", COALESCE(sum(s0.""TotalAmount""), 0.0) AS ""Total""
FROM (
    SELECT s.""TotalAmount"", date_part('month', s.""SOCreatedDate"")::int AS ""Key""
    FROM ""SalesOrders"" AS s
    WHERE s.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (s.""IsDeleted"") AND date_part('year', s.""SOCreatedDate"")::int = @currentYear AND s.""LocationId"" = ANY (@locationIds) AND NOT (s.""IsSalesOrderRequest"")
) AS s0
GROUP BY s0.""Key""","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@currentYear=2026;@locationIds=System.Collections.Generic.List`1[System.Guid];","13","2026-04-13 02:24:15.674738"
"5400f207-72be-4cf0-a907-ece29978791a","6c6caa032cba4c3c89a18019324226fb","SELECT s0.""Key"" AS ""Month"", COALESCE(sum(s0.""TotalAmount""), 0.0) AS ""Total""
FROM (
    SELECT s.""TotalAmount"", date_part('month', s.""SOCreatedDate"")::int AS ""Key""
    FROM ""SalesOrders"" AS s
    WHERE s.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (s.""IsDeleted"") AND date_part('year', s.""SOCreatedDate"")::int = @currentYear AND s.""LocationId"" = ANY (@locationIds) AND NOT (s.""IsSalesOrderRequest"")
) AS s0
GROUP BY s0.""Key""","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@currentYear=2026;@locationIds=System.Collections.Generic.List`1[System.Guid];","38","2026-04-13 02:24:15.697664"
"c3a0458d-875c-4e82-9818-eadfd0067073","6c6caa032cba4c3c89a18019324226fb","SELECT s0.""Key"" AS ""Month"", COALESCE(sum(s0.""TotalAmount""), 0.0) AS ""Total""
FROM (
    SELECT s.""TotalAmount"", date_part('month', s.""SOCreatedDate"")::int AS ""Key""
    FROM ""SalesOrders"" AS s
    WHERE s.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (s.""IsDeleted"") AND date_part('year', s.""SOCreatedDate"")::int = @lastYear AND s.""LocationId"" = ANY (@locationIds) AND NOT (s.""IsSalesOrderRequest"")
) AS s0
GROUP BY s0.""Key""","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@lastYear=2025;@locationIds=System.Collections.Generic.List`1[System.Guid];","19","2026-04-13 02:24:15.776241"
"04dfaf40-7002-44a9-b771-2e918bae9b6d","1cc6cf52448a44efb5117cbfc4585345","SELECT p0.""Key"" AS ""Month"", COALESCE(sum(p0.""TotalAmount""), 0.0) AS ""Total""
FROM (
    SELECT p.""TotalAmount"", date_part('month', p.""POCreatedDate"")::int AS ""Key""
    FROM ""PurchaseOrders"" AS p
    WHERE p.""TenantId"" = @ef_filter__CurrentTenantId AND NOT (p.""IsDeleted"") AND date_part('year', p.""POCreatedDate"")::int = @lastYear AND p.""LocationId"" = ANY (@locationIds) AND NOT (p.""IsPurchaseOrderRequest"")
) AS p0
GROUP BY p0.""Key""","@ef_filter__CurrentTenantId=10000000-0000-0000-0000-000000000001;@lastYear=2025;@locationIds=System.Collections.Generic.List`1[System.Guid];","9","2026-04-13 02:24:16.170995"
"9e242381-b9c6-4554-b5a5-cccf0ba3d2f7","dda29cf37d2b48588f0345050358b117","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","1","2026-04-13 02:24:25.974607"
"9c09a7a1-0dee-4fec-8764-78efec2a7060","bc3495d191a24ca3ae9bd9f796e2bb9d","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","5","2026-04-13 02:24:26.468593"
"e03d0ed9-3a9b-46b8-83fe-a5c2fa80ebce","c60b71210dc84ae5acd37c2e4491e61c","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","3","2026-04-13 02:24:27.064471"
"e81102e1-1fa4-466e-bc58-e2a96aa952b1","670501ae8b68491f96f5e1e7f42bac72","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","1","2026-04-13 02:24:27.064915"
"5692479e-5f79-465b-a8e0-c3db9f970bc3","a833d48be7c9405aa8af7f9e5c3c772d","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","4","2026-04-13 02:24:27.334252"
"cbacc0cb-e658-42f6-9867-b5be5be8380d","05729ab3c8c14486b8ff131d3ac36c25","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","0","2026-04-13 02:24:28.255682"
"45dd6ef9-adcb-4a97-8c19-b91807d17ebc","4009d3a7350042118439cc0cfc7d8c02","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","4","2026-04-13 02:24:28.520845"
"e1a44472-8ec8-4036-ad1d-4e7c53b0d506","4fdd3e0580044f6ca66ec3eb169ab5c6","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","4","2026-04-13 02:24:27.347775"
"f2d9bc06-4e02-42e7-b1b4-116383583e1c","aac6ced02fdd4f618a95aa0c5ccf41dc","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","0","2026-04-13 02:24:27.339933"
"15657524-3ab6-48b9-9efc-a5eafdcf7a46","b76ecb890cdc4a4c9e8eb0778a278c82","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","1","2026-04-13 02:24:27.358004"
"888c08c2-f188-41d4-b3dd-955a02f11eed","1a84c6d3db5e466d8eaf1d545769277f","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","0","2026-04-13 02:24:27.352369"
"1fa9d9bf-efbd-49da-ad50-597970d3c8b6","076bcb572e294a0b9113653c4e3719a8","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","2","2026-04-13 02:24:27.666677"
"f63a52fb-042b-43a2-8141-0d2f5c83e4b2","cf2bf58135004d1e828217c70a05acab","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","7","2026-04-13 02:24:27.665052"
"ff427310-aeab-480c-8aff-50e3f5d1dc0b","bfec52686bc94044bca0d7ea98218d63","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","1","2026-04-13 02:24:27.6639"
"d6d8f437-6bd9-42f2-8bca-246f58fe6647","68d91ffb9ade44548be74e0ab547fed8","SELECT c.""Id"", c.""Address"", c.""BusinessType"", c.""CreatedBy"", c.""CreatedDate"", c.""CurrencyCode"", c.""DeletedBy"", c.""DeletedDate"", c.""Email"", c.""IsDeleted"", c.""LastSyncedAt"", c.""LicenseKey"", c.""LogoUrl"", c.""ModifiedBy"", c.""ModifiedDate"", c.""Phone"", c.""PurchaseCode"", c.""SyncVersion"", c.""TaxName"", c.""TaxNumber"", c.""TenantId"", c.""Title""
FROM ""CompanyProfiles"" AS c
WHERE FALSE
LIMIT 1","","1","2026-04-13 02:24:27.953252"
